cell_line,agent,GR_AOC,GRmax,GR50
MCF10A,FMF-04-107-2,0.8735448690000001,-0.32270696,0.016790397
MDAMB231,FMF-04-107-2,0.857428752,-0.274703331,0.010809968
BT20,FMF-04-112-1,-0.0058841019999999996,0.8825803190000001,inf
BT549,FMF-04-112-1,0.024583854,0.807738148,19.52222034
HCC1806,FMF-04-112-1,-0.006158681,0.854790562,13.42136292
HCC1954,FMF-04-112-1,-0.0057100269999999995,0.907513351,15.14662157
HCC70,FMF-04-112-1,-0.033097682,0.8971578840000001,inf
MCF10A,FMF-04-112-1,0.008713919,0.946877645,inf
MDAMB231,FMF-04-112-1,0.033249197,0.809326034,inf
BT20,Flavopiridol,0.322934169,-0.49879732200000004,0.107893102
BT549,Flavopiridol,0.242972981,-0.378752195,0.171757955
HCC1806,Flavopiridol,0.256231351,-0.468845788,0.159748345
HCC1954,Flavopiridol,0.297312803,-0.39194199,0.129300195
HCC70,Flavopiridol,0.394431515,-0.78432445,0.077453923
MCF10A,Flavopiridol,0.24446595100000001,-0.340129023,0.1407444
MDAMB231,Flavopiridol,0.28726165600000003,-0.42495003299999995,0.136881861
BT20,GSK2334470,0.067403659,0.6828510720000001,35.00432361
BT549,GSK2334470,0.07339474900000001,0.6795725909999999,42.22125412
HCC1806,GSK2334470,0.015212515,0.871978582,inf
HCC1954,GSK2334470,0.07150863,0.74928425,484.1606741
HCC70,GSK2334470,0.267781873,0.24541195300000002,1.334655854
MCF10A,GSK2334470,-0.021768013,0.929445172,inf
MDAMB231,GSK2334470,0.146891896,0.673161068,261.1995419
BT20,LEE011/Ribociclib,0.432779012,0.085942899,0.356958275
BT549,LEE011/Ribociclib,0.01153535,0.9653131890000001,inf
HCC1806,LEE011/Ribociclib,0.14181665,0.681478035,523.6437724
HCC1954,LEE011/Ribociclib,0.308069918,0.541677885,79.3091133
HCC70,LEE011/Ribociclib,-0.05367123,1.046410772,inf
MCF10A,LEE011/Ribociclib,0.23474113600000002,0.431075118,11.33355479
MDAMB231,LEE011/Ribociclib,0.360162693,0.216310613,1.087780819
BT20,LY2606368,0.901881246,-0.14691960099999998,0.001191749
BT549,LY2606368,1.24964718,-0.286164468,1.56E-05
HCC1806,LY2606368,1.3160136009999999,-0.361254433,#NAME?
HCC1954,LY2606368,1.076818885,-0.076794627,#NAME?
HCC70,LY2606368,1.3949387309999999,-0.376769862,#NAME?
MCF10A,LY2606368,0.293869297,0.357883144,3.751920089
MDAMB231,LY2606368,1.014645061,-0.048265264,0.000190493
BT20,LY3023414,0.770631728,-0.541320299,0.005006412
BT549,LY3023414,0.7574684890000001,-0.030935361,0.001272402
HCC1806,LY3023414,0.427248089,-0.004660824,0.364407086
HCC1954,LY3023414,0.7999497520000001,-0.24730527800000002,0.000334946
HCC70,LY3023414,0.7828042159999999,-0.549853191,0.001597317
MCF10A,LY3023414,0.441810993,0.114737895,0.170775757
MDAMB231,LY3023414,0.5980653570000001,-0.12468008300000001,0.035527901
BT20,MFH-2-90,1.413123291,-0.460283472,3.04E-06
BT549,MFH-2-90,1.300038828,-0.279704062,0.00071779
HCC1806,MFH-2-90,1.40207081,-0.42748567299999995,#NAME?
HCC1954,MFH-2-90,1.287824406,-0.354324374,3.40E-06
HCC70,MFH-2-90,1.726224865,-0.724568159,#NAME?
MCF10A,MFH-2-90,1.344305465,-0.39246953700000003,#NAME?
MDAMB231,MFH-2-90,1.303594004,-0.35183166,#NAME?
BT20,Pin1-3,-0.002323693,0.996780357,inf
BT549,Pin1-3,0.037976723,0.57948559,10.79657488
HCC1806,Pin1-3,0.09235952300000001,0.3897895320000001,8.634373032
HCC1954,Pin1-3,0.012144398,0.594780154,10.73887196
HCC70,Pin1-3,-0.003848363,0.964118363,inf
MCF10A,Pin1-3,-0.005054602,0.941805606,17.45004026
MDAMB231,Pin1-3,-0.021982727999999997,0.912031824,inf
BT20,R0-3306,0.098171887,-0.140917323,5.549709573
BT549,R0-3306,0.11328429,-0.017818807,5.615939563
HCC1806,R0-3306,0.082310915,-0.082680641,5.368621783
HCC1954,R0-3306,0.060921164000000014,0.022159535,6.693857924
HCC70,R0-3306,0.07142728799999999,-0.125504712,4.668493327
MCF10A,R0-3306,0.113539763,0.0018119660000000001,5.976505303
MDAMB231,R0-3306,0.00534398,0.249474287,8.892560128
BT20,Rucaparib,0.072410652,0.8811200440000001,inf
BT549,Rucaparib,0.038087143999999996,0.919639785,inf
HCC1806,Rucaparib,0.117375405,0.6748467570000001,391.116905
HCC1954,Rucaparib,0.052479514000000005,0.906579745,inf
HCC70,Rucaparib,-0.049508392000000005,1.073370051,inf
MCF10A,Rucaparib,0.039125068,0.877914992,65967815.29
MDAMB231,Rucaparib,0.07901002900000001,0.626484151,19.31153057
BT20,SHP099,0.00569442,0.913914715,inf
BT549,SHP099,0.031808141,0.832662887,inf
HCC1806,SHP099,-0.016660751,0.9937030840000001,inf
HCC1954,SHP099,0.079591026,0.57289894,14.70646954
HCC70,SHP099,0.083729098,0.6875595059999999,inf
MCF10A,SHP099,0.077447372,0.576777442,12.69549011
MDAMB231,SHP099,-0.005786785,0.941804698,inf
BT20,SY-1365,0.70282034,-0.552972074,0.000872931
BT549,SY-1365,0.669097953,-0.43331578299999995,0.000728468
HCC1806,SY-1365,0.7064457,-0.51269299,0.000672638
HCC1954,SY-1365,0.673116238,-0.43292855,0.000782258
HCC70,SY-1365,0.888407108,-0.7542877640000001,0.000668553
MCF10A,SY-1365,0.659365468,-0.432438499,0.00069868
MDAMB231,SY-1365,0.72049275,-0.284912741,0.0006551
BT20,THZ-P1-2,0.12379198,-0.5212736689999999,6.375232298
BT549,THZ-P1-2,0.11777784599999999,0.189244692,7.392858964
HCC1806,THZ-P1-2,0.196048163,-0.4482685770000001,4.717904286
HCC1954,THZ-P1-2,0.10812749699999999,-0.573036945,6.191935127
HCC70,THZ-P1-2,0.328529986,-0.749871328,3.931162575
MCF10A,THZ-P1-2,0.118298709,-0.113276843,7.392630067
MDAMB231,THZ-P1-2,0.158959401,-0.5896155120000001,5.075702938
BT20,THZ-P1-2R,0.00725496,1.01196851,inf
BT549,THZ-P1-2R,0.003826013,0.962681482,inf
HCC1806,THZ-P1-2R,0.002313396,0.9379383459999999,17.92602426
HCC1954,THZ-P1-2R,0.00796761,0.881512434,inf
HCC70,THZ-P1-2R,0.078338349,0.664848665,inf
MCF10A,THZ-P1-2R,0.008809886999999999,0.992308403,inf
MDAMB231,THZ-P1-2R,-0.005918263000000001,1.033679372,inf
BT20,THZ1,0.10210864900000001,-0.30454852600000004,0.519330403
BT549,THZ1,0.36626412,-0.281472061,0.056581013
HCC1806,THZ1,0.35596627299999994,-0.56325626,0.069014581
HCC1954,THZ1,0.28655002399999996,-0.36060056100000004,0.105494023
HCC70,THZ1,0.682274624,-0.756632857,0.015700207
MCF10A,THZ1,0.33982497,-0.386758585,0.075186213
MDAMB231,THZ1,0.359466423,-0.484517911,0.064363277
BT20,THZ531,0.040402965,0.654710181,1.475336441
BT549,THZ531,0.158720496,-0.28195816,0.333229035
HCC1806,THZ531,0.125538704,-0.36709941799999996,0.422786657
HCC1954,THZ531,0.126705046,-0.171402495,0.397807526
HCC70,THZ531,0.412216651,-0.765378408,0.069295303
MCF10A,THZ531,0.134610113,-0.219976175,0.386214652
MDAMB231,THZ531,0.204822605,-0.275036815,0.246681643
BT20,YKL-5-124,0.696328025,-0.150698092,0.013107221
BT549,YKL-5-124,0.8379500959999999,-0.531087024,0.003648091
HCC1806,YKL-5-124,0.9847592209999999,-0.425872095,6.24E-05
HCC1954,YKL-5-124,0.954409414,-0.114976681,4.99E-05
HCC70,YKL-5-124,1.357142929,-0.7304791970000001,2.04E-05
MCF10A,YKL-5-124,0.8763318040000001,-0.159120063,0.000753156
MDAMB231,YKL-5-124,0.8708653340000001,-0.1731573,0.000206603
BT20,ZZ1-33B,0.8146947379999999,-0.60793986,0.02141521
BT549,ZZ1-33B,0.935636778,-0.21899147600000002,0.004595723
HCC1806,ZZ1-33B,0.209090644,-0.4463265870000001,3.263157855
HCC1954,ZZ1-33B,0.397629058,-0.36262983200000004,0.488979989
HCC70,ZZ1-33B,0.812088025,-0.747651918,0.026774845
MCF10A,ZZ1-33B,1.088879784,-0.355441642,0.003261947
MDAMB231,ZZ1-33B,0.82106495,-0.34632700899999996,0.013356072
BT20,senexin b,0.274088288,0.182973085,2.362760778
BT549,senexin b,0.177401052,0.678816573,309211.2561
HCC1806,senexin b,0.09969221699999999,0.815157974,inf
HCC1954,senexin b,0.313335386,0.461154865,inf
HCC70,senexin b,0.212106918,0.465150484,20.64041999
MCF10A,senexin b,-0.033754647,0.849015338,inf
MDAMB231,senexin b,0.078287395,0.8919994840000001,inf
MGH312,A-1210477,-0.075029395,0.764171167,inf
MGH358,A-1210477,-0.256436899,0.5405327,inf
MGH312,ABT-737,0.222406624,0.104900538,2.536823201
MGH358,ABT-737,0.9505882040000001,-0.9921925109999999,0.037813188
HS578T,AZD1775,0.6912154840000001,-0.212646401,0.018930726
Hs578T-PR,AZD1775,0.910841802,-0.299803067,0.001351618
MCF7,AZD1775,0.680007905,-0.041457722,0.011099541
MCF7-PR,AZD1775,0.9521094109999999,-0.225716269,8.47E-05
MGH312,AZD1775,0.307890404,-0.791565108,1.477429141
MGH358,AZD1775,0.312231249,-0.261738174,0.73375679
T47D,AZD1775,0.130315516,0.064218071,3.77004347
T47D-PR,AZD1775,-0.187089244,0.47113850399999996,inf
HS578T,AZD2014,0.513561406,0.27113099,0.062250721
Hs578T-PR,AZD2014,0.7126764659999999,0.059752394,0.003888949
MCF7,AZD2014,0.822871336,0.024229741000000003,2.61E-06
MCF7-PR,AZD2014,1.3467890269999998,-0.5124443129999999,#NAME?
MGH312,AZD2014,1.327775208,-0.6298435379999999,1.62E-06
MGH358,AZD2014,1.642729382,-0.890336727,3.06E-06
T47D,AZD2014,1.064671268,-0.233625287,2.28E-08
T47D-PR,AZD2014,1.132581241,-0.27615763,7.83E-05
HS578T,AZD5363,0.25823656300000003,0.340571381,4.662643064
Hs578T-PR,AZD5363,0.177084606,0.39609372600000003,6.390496615
MCF7,AZD5363,0.207492829,0.49982327299999996,15.08782461
MCF7-PR,AZD5363,0.509730561,0.147294894,0.025925633
MGH312,AZD5363,1.3619642269999999,-0.82692583,0.000882631
MGH358,AZD5363,1.20059172,-0.990233033,0.004401284
T47D,AZD5363,0.723030174,0.08345129700000001,0.006122527
T47D-PR,AZD5363,0.7509489109999999,-0.032344067000000004,0.004592235
HS578T,AZD6738,0.060244850999999995,0.158620418,5.700712033
Hs578T-PR,AZD6738,0.154683547,0.077223282,2.657055375
MCF7,AZD6738,0.180220806,0.069203876,3.092155217
MCF7-PR,AZD6738,0.129890438,-0.38574571799999996,5.10218088
MGH312,AZD6738,-0.204595935,0.381290649,inf
MGH358,AZD6738,-0.071947395,0.429526454,inf
T47D,AZD6738,-0.28505589600000003,0.70226362,inf
T47D-PR,AZD6738,-0.156939907,0.701210645,inf
MGH312,AZD7762,0.46505491600000004,-0.46508609799999995,0.217067469
MGH358,AZD7762,0.418035043,-0.816845796,0.244902258
MGH312,Abemaciclib/LY2835219,0.171112837,-0.43869209,2.266633458
MGH358,Abemaciclib/LY2835219,0.40124198,-0.126364712,0.41044829
MGH312,Alpelisib/BYL719,0.045382125999999995,0.130164298,5.96862223
MGH358,Alpelisib/BYL719,0.827482808,-0.995933752,0.0639235
HS578T,BJP-6-5-3,0.005615473,0.971963028,inf
Hs578T-PR,BJP-6-5-3,0.003592554000000001,1.05924001,inf
MCF7,BJP-6-5-3,-0.0018563879999999998,0.892829335,inf
MCF7-PR,BJP-6-5-3,-0.04858168400000002,1.055772328,inf
MGH312,BJP-6-5-3,-0.069281393,0.8632310940000001,inf
MGH358,BJP-6-5-3,0.047834840999999996,0.356867812,inf
T47D,BJP-6-5-3,-0.038299135,0.949636222,inf
T47D-PR,BJP-6-5-3,0.009520522,0.946096396,inf
HS578T,BMS-265246,0.590013747,0.064185627,0.036943717
Hs578T-PR,BMS-265246,0.7041201020000001,-0.019257718,0.003143084
MCF7,BMS-265246,0.6962534340000001,0.069578213,0.007794946
MCF7-PR,BMS-265246,0.35808680600000004,-0.025015507000000003,0.338069376
MGH312,BMS-265246,0.6093202670000001,0.09905803199999999,0.01201959
MGH358,BMS-265246,0.375877564,0.053576582000000005,0.041854708
T47D,BMS-265246,0.762520625,-0.087771954,0.002631786
T47D-PR,BMS-265246,0.5759077229999999,0.152015062,0.031597692
HS578T,BSJ-01-175,0.9679509629999999,-0.5813110770000001,0.006451888
Hs578T-PR,BSJ-01-175,1.020685331,-0.301808277,0.005139272
MCF7,BSJ-01-175,1.112587869,-0.481112181,0.00598015
MCF7-PR,BSJ-01-175,0.60104245,-0.923206648,0.278061946
MGH312,BSJ-01-175,1.389476828,-0.9092304259999999,0.006997379
MGH358,BSJ-01-175,0.7348904390000001,-0.9985981209999999,0.180940203
T47D,BSJ-01-175,0.597006561,-0.788653884,0.14884288
T47D-PR,BSJ-01-175,0.21922212,-0.39754115799999995,1.508023858
HS578T,BSJ-03-123,0.279795053,-0.17536238199999998,1.693140475
Hs578T-PR,BSJ-03-123,0.328758926,-0.20455651800000002,0.961383572
MCF7,BSJ-03-123,0.307340728,-0.284248583,1.340927677
MCF7-PR,BSJ-03-123,0.236603111,0.045531592,inf
MGH312,BSJ-03-123,0.13619732199999998,-0.824515205,4.463475662
MGH358,BSJ-03-123,0.136476992,0.21105147300000002,inf
T47D,BSJ-03-123,0.883652923,-0.071622626,0.000771239
T47D-PR,BSJ-03-123,0.048874574000000004,0.42418784600000004,9.304352709
HS578T,BSJ-03-124,0.247971635,0.45308576,8.226539693
Hs578T-PR,BSJ-03-124,0.026016558999999998,0.97890163,inf
MCF7,BSJ-03-124,0.301927793,0.255572305,3.508335545
MCF7-PR,BSJ-03-124,-0.00046433300000000004,0.576027483,inf
MGH312,BSJ-03-124,0.040570146,0.7445437340000001,inf
MGH358,BSJ-03-124,0.337455696,-0.360599526,inf
T47D,BSJ-03-124,0.911750875,-0.07146859900000001,0.000250022
T47D-PR,BSJ-03-124,0.074363415,0.6167746479999999,36.36128973
HS578T,BVD523,0.293139376,0.27840527600000003,1.702477205
Hs578T-PR,BVD523,0.119755427,0.299621216,5.897846322
MCF7,BVD523,0.188248251,0.33611607200000004,3.975561678
MCF7-PR,BVD523,0.391283604,0.219502962,0.705409569
MGH312,BVD523,-0.008511111,0.8985907009999999,inf
MGH358,BVD523,0.265961887,0.149354583,inf
T47D,BVD523,0.20539321100000002,0.063116887,2.656759889
T47D-PR,BVD523,0.067856048,0.450166568,9.592504267
MGH312,Buparlisib/NVP-BKM120,0.533955364,-0.8129814740000001,0.309224841
MGH358,Buparlisib/NVP-BKM120,0.9067050990000001,-0.9983007359999999,0.047185173
HS578T,CFI-400945,0.71503751,0.139597874,0.003269267
Hs578T-PR,CFI-400945,0.918115751,-0.11433565300000001,0.002966792
MCF7,CFI-400945,0.882598914,0.010459778000000001,0.002051383
MCF7-PR,CFI-400945,0.8031357379999999,-0.073978824,0.002305265
MGH312,CFI-400945,1.123821894,-0.206508054,0.001184538
MGH358,CFI-400945,0.64838987,0.203875453,#NAME?
T47D,CFI-400945,0.847070317,-0.112761391,0.004577564
T47D-PR,CFI-400945,0.647497332,0.149009534,0.005692511
MGH312,Cabozantinib,0.017050289,0.355716149,7.20308885
MGH358,Cabozantinib,0.023606395,0.041626334,6.265216899
MGH312,Cediranib/AZD2171,0.020978436,-0.075493932,4.369239503
MGH358,Cediranib/AZD2171,0.014143712,-0.480989486,3.546206231
MGH312,Ceritinib/LDK378,0.226384114,-0.944067393,1.690417219
MGH358,Ceritinib/LDK378,0.311401592,-0.99982377,1.058596144
MGH312,Dasatinib,0.88032117,0.087880141,0.003852727
MGH358,Dasatinib,1.064844291,-0.576461397,0.009083097
MGH312,Dinaciclib/SCH727965,0.8457554340000001,-0.8809551059999999,0.010666646
MGH358,Dinaciclib/SCH727965,0.667145815,-0.998346575,0.023586741
MGH312,Doxorubicin,1.00833462,-0.8027522709999999,0.006211386
MGH358,Doxorubicin,0.93144334,-0.976837713,0.011869051
HS578T,E17,1.156278375,-0.21336638800000002,#NAME?
Hs578T-PR,E17,1.206718516,-0.25384470800000003,0.000308468
MCF7,E17,1.314337287,-0.41782224700000004,#NAME?
MCF7-PR,E17,1.718142095,-0.846492719,0.000643056
MGH312,E17,1.821621291,-0.885156105,0.000533355
MGH358,E17,1.795352815,-0.99884853,0.001378257
T47D,E17,1.1931474420000001,-0.5556333139999999,0.002651094
T47D-PR,E17,0.908995903,-0.314120177,0.004997353
MGH312,Everolimus,0.761056982,0.19343464,#NAME?
MGH358,Everolimus,0.977162832,-0.292836256,#NAME?
HS578T,FMF-03-145-1,0.8189998690000001,0.144853381,#NAME?
Hs578T-PR,FMF-03-145-1,1.109423689,-0.11679379599999999,0.000775919
MCF7,FMF-03-145-1,0.937254282,0.043073057000000005,#NAME?
MCF7-PR,FMF-03-145-1,0.948905942,-0.069822517,#NAME?
MGH312,FMF-03-145-1,1.203033423,-0.293391344,#NAME?
MGH358,FMF-03-145-1,0.800232113,-0.5238327110000001,#NAME?
T47D,FMF-03-145-1,1.021614188,-0.22275297100000002,#NAME?
T47D-PR,FMF-03-145-1,0.7767404659999999,0.09569029400000001,#NAME?
HS578T,FMF-03-146-1,0.003357798,0.939470135,16.75366389
Hs578T-PR,FMF-03-146-1,0.042216988,0.894405881,inf
MCF7,FMF-03-146-1,0.040548738,0.79794721,inf
MCF7-PR,FMF-03-146-1,0.156562441,0.663985649,inf
MGH312,FMF-03-146-1,0.040173758,0.851974973,inf
MGH358,FMF-03-146-1,0.119391081,0.50619183,inf
T47D,FMF-03-146-1,0.06868223799999999,0.6945736690000001,inf
T47D-PR,FMF-03-146-1,-0.022288122999999996,0.8323065359999999,inf
HS578T,FMF-04-107-2,0.90000041,-0.16937965600000002,0.005191155
Hs578T-PR,FMF-04-107-2,0.896768857,-0.153564334,0.005387607
MCF7,FMF-04-107-2,1.069349968,-0.362520102,0.002562978
MCF7-PR,FMF-04-107-2,1.197474172,-0.667631578,0.00350891
MGH312,FMF-04-107-2,1.5257396719999998,-0.8537507559999999,0.002443878
MGH358,FMF-04-107-2,1.6315595669999998,-0.9970518490000001,0.001565262
T47D,FMF-04-107-2,1.06007584,-0.396054546,0.003227167
T47D-PR,FMF-04-107-2,0.839120669,-0.17614168300000002,0.005202986
HS578T,FMF-04-112-1,0.016618823,0.954701612,inf
Hs578T-PR,FMF-04-112-1,0.000549136,0.802681205,inf
MCF7,FMF-04-112-1,0.028174027,0.756560907,12.03563733
MCF7-PR,FMF-04-112-1,0.124059769,0.558954133,inf
MGH312,FMF-04-112-1,-0.037176349,0.8138773579999999,inf
MGH358,FMF-04-112-1,-0.059953395,0.632820142,inf
T47D,FMF-04-112-1,0.044898619,0.635336703,12.04285246
T47D-PR,FMF-04-112-1,-0.01230661,0.921862228,inf
HS578T,Flavopiridol,0.243008715,-0.175899923,0.150935046
Hs578T-PR,Flavopiridol,0.337023575,-0.35543464799999996,0.070308194
MCF7,Flavopiridol,0.350468257,-0.26306525,0.085266245
MCF7-PR,Flavopiridol,0.34793187600000003,-0.593675066,0.116258587
MGH312,Flavopiridol,0.447826736,-0.870805685,0.096727228
MGH358,Flavopiridol,0.17109315,-0.926164542,0.348786915
T47D,Flavopiridol,0.32712246300000003,-0.331540399,0.078292416
T47D-PR,Flavopiridol,0.055508684,-0.163595097,0.447795942
HS578T,GSK2334470,0.174916983,0.53065211,16.80576616
Hs578T-PR,GSK2334470,0.254067469,0.107569536,2.27600346
MCF7,GSK2334470,0.246614214,0.317814923,3.633359007
MCF7-PR,GSK2334470,0.911971137,-0.391431769,0.002821131
MGH312,GSK2334470,0.700470754,-0.518982252,0.036192287
MGH358,GSK2334470,0.945478312,-0.7401161509999999,0.008111491
T47D,GSK2334470,0.47185844200000004,0.136932163,0.148173916
T47D-PR,GSK2334470,0.471156222,0.160022441,0.151515279
MGH312,INK128/MLN0128,1.183125168,-0.827637979,0.002241222
MGH358,INK128/MLN0128,1.393107422,-0.987802368,0.001692202
MGH312,Ipatasertib/GDC0068,0.910893395,-0.872051995,0.035885682
MGH358,Ipatasertib/GDC0068,0.70016715,-0.9905401359999999,0.149931561
HS578T,LEE011/Ribociclib,0.330891435,0.39670683799999995,3.98386705
Hs578T-PR,LEE011/Ribociclib,0.037289414,0.865391255,inf
MCF7,LEE011/Ribociclib,0.44428444799999994,0.306367696,0.181934867
MCF7-PR,LEE011/Ribociclib,0.021607027,0.8014389279999999,inf
MGH312,LEE011/Ribociclib,0.000555242,0.888584788,inf
MGH358,LEE011/Ribociclib,0.267454874,0.71532985,inf
T47D,LEE011/Ribociclib,0.7507785440000001,0.082586115,0.001657337
T47D-PR,LEE011/Ribociclib,-0.004281488,0.842802767,14.46513124
HS578T,LY2606368,1.183504023,-0.21735448,#NAME?
Hs578T-PR,LY2606368,1.11276568,-0.020176367,#NAME?
MCF7,LY2606368,0.772210194,0.238359798,#NAME?
MCF7-PR,LY2606368,0.932954245,0.306369823,#NAME?
MGH312,LY2606368,0.08029886900000001,0.907210085,inf
MGH358,LY2606368,0.29517996399999996,-0.008127714,0.81124081
T47D,LY2606368,0.20192732800000002,0.34636322,2.031277076
T47D-PR,LY2606368,-0.033562327999999995,0.705753037,inf
HS578T,LY3023414,0.6992237179999999,0.022056391,0.000294959
Hs578T-PR,LY3023414,0.840031616,-0.183566256,6.21E-06
MCF7,LY3023414,0.8109581090000001,-0.206069356,6.62E-05
MCF7-PR,LY3023414,1.37759317,-0.816888045,7.75E-08
MGH312,LY3023414,1.165281444,-0.706134244,0.000217208
MGH358,LY3023414,1.569188581,-0.9979671109999999,0.00021869
T47D,LY3023414,1.018838148,-0.452207584,1.40E-05
T47D-PR,LY3023414,0.964231486,-0.30742145,0.00017439
MGH312,Luminespib/NVP-AUY922,0.920839395,-0.606969124,0.003884776
MGH358,Luminespib/NVP-AUY922,1.126381256,-0.996711322,0.003496473
HS578T,MFH-2-90,1.116622051,-0.15547560300000002,#NAME?
Hs578T-PR,MFH-2-90,1.245310699,-0.272386516,#NAME?
MCF7,MFH-2-90,1.3154231509999998,-0.292587411,#NAME?
MCF7-PR,MFH-2-90,1.712260457,-0.5765354779999999,#NAME?
MGH312,MFH-2-90,1.828398612,-0.8460702379999999,#NAME?
MGH358,MFH-2-90,1.9355768869999999,-0.9954971979999999,0.000756843
T47D,MFH-2-90,1.32435862,-0.320191199,#NAME?
T47D-PR,MFH-2-90,1.0590563,-0.09185297699999999,0.000719371
MGH312,Neratinib/HKI272,0.381400829,-0.215834506,0.162700321
MGH358,Neratinib/HKI272,0.263553236,-0.61637171,0.256451092
MGH312,Olaparib/AZD2281,0.043256684000000004,0.529711088,10.91743594
MGH358,Olaparib/AZD2281,-0.18156445100000002,0.688265419,inf
MGH312,PF-4708671,-0.006377484,0.291063872,6.427633492
MGH358,PF-4708671,0.201854814,-0.7329294609999999,1.646816756
MGH312,Paclitaxel,0.9420651940000001,-0.462522728,0.002539377
MGH358,Paclitaxel,0.783489428,-0.143142466,0.001013333
MGH312,Palbociclib/PD0332991,-0.075914381,1.0028859270000001,inf
MGH358,Palbociclib/PD0332991,0.087240742,0.631895225,inf
MGH312,Pictilisib/GDC0941,0.764354447,-0.854816653,0.076093164
MGH358,Pictilisib/GDC0941,1.177148036,-0.9983198659999999,0.010305321
HS578T,Pin1-3,-0.015243438,0.9674620359999999,inf
Hs578T-PR,Pin1-3,0.034992054,0.7876560459999999,15.38034836
MCF7,Pin1-3,-0.006061235999999999,0.654375455,11.00825613
MCF7-PR,Pin1-3,-0.17460361800000002,1.240689699,inf
MGH312,Pin1-3,-0.066096692,0.7611664640000001,inf
MGH358,Pin1-3,-0.205719326,1.155207762,inf
T47D,Pin1-3,-0.04479941,1.048265018,inf
T47D-PR,Pin1-3,-0.077515875,1.172511973,inf
HS578T,R0-3306,0.11626261199999999,0.15081013,5.066006096
Hs578T-PR,R0-3306,0.132934003,0.10551620800000001,3.599147527
MCF7,R0-3306,0.098425405,0.069933627,6.267265768
MCF7-PR,R0-3306,-0.014678693,0.33947300700000005,9.252252489
MGH312,R0-3306,0.09712073,-0.204792615,5.459879396
MGH358,R0-3306,0.026792886000000002,-0.127953091,inf
T47D,R0-3306,0.14557204699999998,-0.233383166,7.299326592
T47D-PR,R0-3306,0.11885679,0.052104065,6.019421526
HS578T,Rucaparib,0.090893226,0.681540319,179.7614683
Hs578T-PR,Rucaparib,0.09162759300000001,0.600917976,24.48448383
MCF7,Rucaparib,0.077776778,0.6364079260000001,21.08057138
MCF7-PR,Rucaparib,0.070941011,0.857395857,inf
MGH312,Rucaparib,0.176517415,0.6062592,inf
MGH358,Rucaparib,0.123465663,0.5456518920000001,inf
T47D,Rucaparib,0.055819997,0.8251885529999999,inf
T47D-PR,Rucaparib,0.001549166,0.853038328,inf
HS578T,SHP099,0.13325451800000002,0.6747274109999999,378.44011
Hs578T-PR,SHP099,0.02839403,0.7995601609999999,inf
MCF7,SHP099,0.028975014,0.8513468359999999,inf
MCF7-PR,SHP099,0.08950418199999999,0.705869724,inf
MGH312,SHP099,-0.021256821000000002,0.983466301,inf
MGH358,SHP099,0.137409175,0.297893988,inf
T47D,SHP099,-0.019937061000000002,0.9377019659999999,inf
T47D-PR,SHP099,-0.018194515,0.969522661,inf
HS578T,SY-1365,0.688222349,-0.255737583,0.000615291
Hs578T-PR,SY-1365,0.751019565,-0.282443528,0.000466811
MCF7,SY-1365,0.738699077,-0.31916266,0.000534664
MCF7-PR,SY-1365,0.8261301109999999,-0.7628973659999999,0.000780896
MGH312,SY-1365,1.02357306,-0.86273663,0.000500046
MGH358,SY-1365,0.7503188340000001,-0.9860092090000001,0.001622415
T47D,SY-1365,0.68606611,-0.329900045,0.000765297
T47D-PR,SY-1365,0.468346105,-0.157414149,0.001830624
MGH312,Saracatinib/AZD0530,0.523397099,-0.339423617,0.143214937
MGH358,Saracatinib/AZD0530,0.513150843,-0.563747247,0.193518222
MGH312,TGX221,0.48082438899999996,-0.125148794,0.142932959
MGH358,TGX221,0.005690498,0.427625879,2.830059711
HS578T,THZ-P1-2,0.132829322,-0.542580769,5.247164763
Hs578T-PR,THZ-P1-2,0.19068786899999998,-0.509262996,5.004165003
MCF7,THZ-P1-2,0.275494639,-0.53114029,3.702904469
MCF7-PR,THZ-P1-2,0.4464524170000001,-0.786467162,1.253236112
MGH312,THZ-P1-2,0.144973741,-0.92090556,4.544781057
MGH358,THZ-P1-2,0.271634384,-0.99966187,3.17840269
T47D,THZ-P1-2,0.422802064,-0.596323391,1.224498279
T47D-PR,THZ-P1-2,0.136657705,-0.007353219,6.746448722
HS578T,THZ-P1-2R,-0.009763802,0.8460028909999999,13.33296606
Hs578T-PR,THZ-P1-2R,0.025115164,0.755507369,14.86162275
MCF7,THZ-P1-2R,0.059384732999999995,0.6984744629999999,15.28991792
MCF7-PR,THZ-P1-2R,0.181307255,0.551037522,inf
MGH312,THZ-P1-2R,-0.053873342000000005,1.000671806,inf
MGH358,THZ-P1-2R,-0.106652176,1.089949133,inf
T47D,THZ-P1-2R,0.07186406599999999,0.617620606,inf
T47D-PR,THZ-P1-2R,-0.01102904,0.80029693,inf
HS578T,THZ1,0.485965039,-0.384963555,0.021173787
Hs578T-PR,THZ1,0.552661481,-0.347348823,0.013731179
MCF7,THZ1,0.49689256600000004,-0.419629084,0.022854877
MCF7-PR,THZ1,0.515585978,-0.8893444840000001,0.029112428
MGH312,THZ1,0.9385228240000001,-0.84549262,0.008869857
MGH358,THZ1,0.714821961,-0.9969507129999999,0.027903577
T47D,THZ1,0.510623897,-0.452709175,0.02745766
