CellLine	DrugName	PrimaryTarget	Pathway	GR50	GRmax	GR_AOC	Death_AUC	Hill_GR	GEC50	GR_r2
CAL51	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.9892	-0.38825	0.32831	0.11856	1.563	1.5215	0.99245
CAL51	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.8949	0.026619	0.18956	0.046058	0.78436	11.7472	0.98461
CAL51	Ceritinib/LDK378	ALK	RTK	0.47536	-0.47628	0.41721	0.12285	1.1654	0.88025	0.99344
CAL51	Neratinib/HKI272	EGFR/HER2	RTK	2.2484	0.28023	0.090975	0.010857	1.5163	4.6402	0.98601
CAL51	Tivantinib/ARQ197	MET	RTK	0.58755	-0.28205	0.35924	0.10385	1.5478	0.80088	0.99945
CAL51	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.0488	-0.10325	0.17104	0.051683	1.0331	8.8303	0.9776
CAL51	Cabozantinib	VEGFR2/MET	RTK	7.7705	0.30627	0.059774	0.016629	1.8325	14.1514	0.98918
HCC1395	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.11228	-0.52022	0.56228	0.066501	0.39405	1.8243	0.93379
HCC1395	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.096119	0.34811	0.28109	0.019172	1.5258	0.037341	0.98658
HCC1395	AZD7762	CHK1/2	Cell cycle	0.02128	-0.68989	0.88453	0.26068	2.2723	0.028104	0.96763
HCC1395	Volasertib/BI6727	PLK	Cell cycle	0.0032085	-0.29619	0.76407	0.17135	2.7096	0.00378	0.99662
HCC1395	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.012405	-0.49664	0.652	0.15538	2.9854	0.015612	0.99791
HCC1395	Cisplatin	Chemo	Chemotherapy	0.49099	-0.22152	0.38565	0.094306	0.90901	0.84369	0.97444
HCC1395	Doxorubicin	Chemo	Chemotherapy	0.01793	-0.41657	0.63697	0.15434	1.1158	0.025315	0.96347
HCC1395	Paclitaxel	Chemo	Chemotherapy	0.003883	-0.45823	0.83862	0.23636	2.6973	0.0049059	0.99722
HCC1395	Topotecan	Topo I	Chemotherapy	0.0027504	-0.58346	1.0761	0.3115	0.58887	0.0088299	0.93292
HCC1395	Etoposide	Topo II	Chemotherapy	0.42007	-0.22525	0.38846	0.12004	1.3744	0.55409	0.99622
HCC1395	Dasatinib	BCR/ABL	MAPK/nRTK	0.074545	-0.33687	0.60178	0.091764	1.9595	0.089698	0.98974
HCC1395	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.17156	0.44979	0.19027	0.021813	1.7439	0.023111	0.97973
HCC1395	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.7809	0.11985	0.11808	0.020244	0.92745	10.2114	0.93832
HCC1395	ABT-737	Bcl2/XL	Misc	Inf	0.86073	-0.00014213	0.013178	4.9721	4.7028	0.58916
HCC1395	Vorinostat	HDAC	Misc	3.2812	-0.058928	0.11369	0.036529	2.1496	3.8175	0.99171
HCC1395	Luminespib/NVP-AUY922	HSP90	Misc	0.0049953	-0.15203	0.61946	0.075235	3.9193	0.0052747	0.99634
HCC1395	A-1210477	Mcl-1	Misc	14.7951	0.85912	0.00089454	0.0010075	5	13.8656	0.73508
HCC1395	Olaparib/AZD2281	PARP	Misc	1.8714	0.094495	0.25304	0.068059	0.47556	18.8563	0.97211
HCC1395	Bleomycin	Radiation	Misc	0.10419	-0.4023	0.607	0.17748	0.68894	0.30452	0.9971
HCC1395	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.93351	0.1903	0.27951	0.019943	0.61979	0.7738	0.97632
HCC1395	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	14.2707	0.63752	0.031904	0.0087696	1.2066	35.4714	0.90001
HCC1395	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	2.1401	-0.017739	0.20776	0.031375	0.69386	10.4247	0.98026
HCC1395	TGX221	PI3Kb	PI3K/mTOR	8.4625	0.45807	0.095017	0.01254	0.6815	16.0341	0.94431
HCC1395	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.014555	-0.14241	0.45474	0.060448	1.6344	0.015746	0.98865
HCC1395	Everolimus	mTOR1	PI3K/mTOR	0.0025601	0.40423	0.55513	0.03703	0.44477	5.3346e-05	0.76727
HCC1395	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.010854	-0.025764	0.55816	0.031361	1.5212	0.0094351	0.98264
HCC1395	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.65875	0.019176	0.0017916	1.5703	5.6441	0.9103
HCC1395	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.93021	-0.50558	0.30914	0.085004	1.4869	1.5691	0.99654
HCC1395	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1.4354	-0.014331	0.22876	0.02375	0.89466	2.3303	0.98423
HCC1395	Ceritinib/LDK378	ALK	RTK	1.6025	-0.62675	0.23634	0.080868	1.8434	2.6534	0.99554
HCC1395	Neratinib/HKI272	EGFR/HER2	RTK	0.95453	0.016652	0.15028	0.019846	0.87681	3.3415	0.98547
HCC1395	Tivantinib/ARQ197	MET	RTK	0.47525	-0.48349	0.40061	0.1208	1.5047	0.75467	0.99624
HCC1395	Cediranib/AZD2171	VEGFR/cKIT	RTK	1.571	-0.48254	0.24595	0.067147	1.027	4.579	0.97022
HCC1395	Cabozantinib	VEGFR2/MET	RTK	5.5518	0.11375	0.072202	0.013129	1.6522	9.2961	0.98977
HCC1419	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.10375	0.22781	0.43495	-0.0030204	0.65485	0.0234	0.9117
HCC1419	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.48725	0.4414	0.2239	-0.0054034	1.2398	0.053717	0.97241
HCC1419	AZD7762	CHK1/2	Cell cycle	0.068618	-0.082601	0.5614	0.11561	2.0553	0.072481	0.98917
HCC1419	Volasertib/BI6727	PLK	Cell cycle	0.020718	0.068524	0.3636	0.046218	1.8241	0.018178	0.98538
HCC1419	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.026695	-0.4761	0.51305	0.1238	5	0.030191	0.99589
HCC1419	Cisplatin	Chemo	Chemotherapy	1.7988	0.094887	0.22934	0.0085954	1.0769	2.0814	0.93793
HCC1419	Doxorubicin	Chemo	Chemotherapy	0.025082	-0.46629	0.5904	0.047327	0.5199	0.10425	0.94593
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.0052608	0.21425	0.47004	0.09807	2.1841	0.0040283	0.97754
HCC1419	Topotecan	Topo I	Chemotherapy	0.0071886	-0.7857	0.99041	0.1711	0.40018	0.11192	0.94532
HCC1419	Etoposide	Topo II	Chemotherapy	0.73579	0.0317	0.32005	0.0034214	1.877	0.70309	0.96133
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.82399	-0.19618	0.3189	0.019407	0.75478	2.3816	0.99358
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.031029	0.42592	0.28745	-0.0030696	1.4893	0.0089457	0.98063
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.91888	-0.11463	0.2758	0.012777	0.80208	1.8388	0.98394
HCC1419	ABT-737	Bcl2/XL	Misc	9.84	0.47154	0.0021979	0.016318	5	11.4973	0.95757
HCC1419	Vorinostat	HDAC	Misc	1.735	-0.25574	0.1917	0.040713	2.1116	2.1704	0.99173
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.0069643	-0.29676	0.65055	0.15785	2.0439	0.0087353	0.99699
HCC1419	A-1210477	Mcl-1	Misc	14.536	0.70811	0.040189	0.0017881	1.8053	26.3399	0.8672
HCC1419	Olaparib/AZD2281	PARP	Misc	Inf	0.63216	0.027275	-0.0012229	2.1535	5.2752	0.95353
HCC1419	Bleomycin	Radiation	Misc	4.4662	0.35452	0.15878	-0.00013409	0.80999	4.0786	0.85928
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	0.50512	0.10711	0.00066971	1.4251	0.82031	0.95841
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.66882	-0.0019905	0.3558	0.015653	0.39217	11.0132	0.94051
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0091784	-0.4046	0.85226	0.094524	0.58093	0.022714	0.98223
HCC1419	TGX221	PI3Kb	PI3K/mTOR	Inf	0.79408	-0.004868	0.00017047	5	3.889	0.79312
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0054867	-0.37222	0.63451	0.079566	0.82721	0.0093689	0.98036
HCC1419	Everolimus	mTOR1	PI3K/mTOR	Inf	0.1803	0.72415	0.024926	0	Inf	0.37602
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0047477	-0.14717	0.76351	0.060294	1.3112	0.0056144	0.99448
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	5.2795	0.34882	0.11168	-0.0019224	1.0898	4.6502	0.97858
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.39623	-0.49606	0.44991	0.074485	0.82041	1.2651	0.99188
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.17196	-0.21031	0.51176	0.034043	0.54435	0.61152	0.99425
HCC1419	Ceritinib/LDK378	ALK	RTK	2.6149	-0.86702	0.20833	0.085457	2.5745	4.0066	0.99248
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.0011485	-0.50145	0.99268	0.18177	0.5367	0.0038194	0.97246
HCC1419	Tivantinib/ARQ197	MET	RTK	0.47955	0.1634	0.26181	0.040823	2.6512	0.40663	0.98985
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	5.0599	-0.032882	0.054497	0.012388	4.9952	5.1984	0.99032
HCC1419	Cabozantinib	VEGFR2/MET	RTK	10.7779	0.62239	-0.011141	-0.0015548	5	12.9768	0.90031
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.53346	0.21956	0.34522	-0.0084614	0.48596	0.1477	0.84102
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	0.57441	0.15695	0.0053259	2.6346	0.039317	0.93709
HCC1500	AZD7762	CHK1/2	Cell cycle	0.035943	-0.25587	0.62182	0.1217	1.0434	0.037616	0.91391
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.011592	0.28608	0.34537	0.048402	5	0.0099361	0.97732
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.013792	-0.57201	0.66158	0.19782	2.3762	0.018927	0.99749
HCC1500	Cisplatin	Chemo	Chemotherapy	3.4531	0.20755	0.12095	-0.0094462	5	3.1071	0.92762
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.016258	-0.71342	0.75178	0.18332	0.72116	0.058468	0.98572
HCC1500	Paclitaxel	Chemo	Chemotherapy	0.0038131	-0.058935	0.61817	0.14325	1.8138	0.0038924	0.96247
HCC1500	Topotecan	Topo I	Chemotherapy	0.0054632	-0.80111	1.2171	0.18571	0.71369	0.022012	0.99509
HCC1500	Etoposide	Topo II	Chemotherapy	1.4287	-0.076599	0.24989	-0.014838	1.3319	1.7871	0.95725
HCC1500	Dasatinib	BCR/ABL	MAPK/nRTK	0.0034818	-0.15942	0.92489	0.0829	0.75368	0.0052374	0.99634
HCC1500	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.14491	0.34388	0.21897	0.040813	0.93699	0.049167	0.9913
HCC1500	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.25821	-0.19664	0.43638	0.05621	0.57242	0.7598	0.97739
HCC1500	ABT-737	Bcl2/XL	Misc	0.0085142	-0.73587	1.1288	0.37161	0.92826	0.022222	0.99554
HCC1500	Vorinostat	HDAC	Misc	0.95606	-0.596	0.31729	0.11651	1.0951	2.5286	0.99617
HCC1500	Luminespib/NVP-AUY922	HSP90	Misc	0.0084603	-0.22434	0.59725	0.16756	5	0.009043	0.99641
HCC1500	A-1210477	Mcl-1	Misc	Inf	0.87191	-0.036818	0.0081331	0	Inf	0.32761
HCC1500	Olaparib/AZD2281	PARP	Misc	6.3506	0.27437	0.098508	0.008355	1.0887	17.4212	0.94589
HCC1500	Bleomycin	Radiation	Misc	2.3381	0.17401	0.16877	-0.016584	1.0174	2.4596	0.98358
HCC1500	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	1.05	-0.031411	-0.0044565	0	Inf	-1.0541
HCC1500	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	12.7881	0.58074	0.030216	0.011794	1.1251	18.7215	0.91512
HCC1500	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1.8598	-0.23275	0.2303	0.04444	0.87541	6.5237	0.97328
HCC1500	TGX221	PI3Kb	PI3K/mTOR	10.1303	0.50354	0.085966	0.0066359	0.83703	24.4491	0.82467
HCC1500	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0017504	-0.49667	0.90532	0.20215	1.3577	0.0027734	0.99119
HCC1500	Everolimus	mTOR1	PI3K/mTOR	Inf	-0.30956	1.2601	0.2328	0	Inf	0.51907
HCC1500	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.00078427	-0.46933	1.2309	0.2717	1.278	0.0013303	0.99127
HCC1500	PF-4708671	p70S6K	PI3K/mTOR	1.671	0.049492	0.19754	0.02842	1.0444	2.0815	0.99138
HCC1500	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.20179	-0.54587	0.53508	0.1146	0.89615	0.51424	0.99364
HCC1500	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.3061	-0.13165	0.21082	0.031288	0.86347	8.2307	0.96692
HCC1500	Ceritinib/LDK378	ALK	RTK	1.4068	-0.95353	0.29878	0.12058	1.5745	2.8266	0.97255
HCC1500	Neratinib/HKI272	EGFR/HER2	RTK	0.7842	-0.2872	0.18518	0.061582	1.1924	1.9705	0.99465
HCC1500	Tivantinib/ARQ197	MET	RTK	0.11523	-0.3304	0.51088	0.14451	1.9906	0.13024	0.97326
HCC1500	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.8594	-0.80838	0.13035	0.073529	3.4916	5.2864	0.99235
HCC1500	Cabozantinib	VEGFR2/MET	RTK	4.6683	0.18371	0.059866	0.012805	4.9992	4.2912	0.97044
HCC1937	Abemaciclib/LY2835219	CDK4/6	Cell cycle	4.8534	0.30201	0.10624	0.0049914	0.9638	6.1622	0.98334
HCC1937	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	1.05	-0.040627	-0.0017457	0	Inf	-4.6521
HCC1937	AZD7762	CHK1/2	Cell cycle	0.166	-0.36254	0.48807	0.19392	1.0122	0.26931	0.9768
HCC1937	Volasertib/BI6727	PLK	Cell cycle	0.011931	-0.14801	0.49675	0.11107	1.6595	0.013417	0.99404
HCC1937	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.021814	-0.20706	0.48218	0.081731	5	0.02333	0.9981
HCC1937	Cisplatin	Chemo	Chemotherapy	0.7769	0.0059521	0.32662	0.078158	0.62117	1.7561	0.98656
HCC1937	Doxorubicin	Chemo	Chemotherapy	0.012819	-0.16604	0.57897	0.17856	1.357	0.012547	0.9584
HCC1937	Paclitaxel	Chemo	Chemotherapy	0.0024514	0.010393	0.65761	0.21041	2.2541	0.0024561	0.99541
HCC1937	Topotecan	Topo I	Chemotherapy	0.0155	-0.42817	0.83686	0.29492	0.67118	0.03544	0.94323
HCC1937	Etoposide	Topo II	Chemotherapy	0.35445	-0.11816	0.39319	0.14122	0.82653	0.49943	0.98817
HCC1937	Dasatinib	BCR/ABL	MAPK/nRTK	0.11264	0.015307	0.44151	0.10712	1.7303	0.097801	0.98944
HCC1937	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.68849	0.13838	0.048522	1.0415	0.012758	0.98277
HCC1937	Saracatinib/AZD0530	SRC	MAPK/nRTK	Inf	0.65082	0.03924	0.024784	1.9114	3.8679	0.97821
HCC1937	ABT-737	Bcl2/XL	Misc	5.7613	0.26847	0.084934	0.061801	1.0314	14.9529	0.9843
HCC1937	Vorinostat	HDAC	Misc	1.9099	-0.0084969	0.19328	0.03525	1.4929	2.1786	0.99505
HCC1937	Luminespib/NVP-AUY922	HSP90	Misc	0.011448	-0.18672	0.54783	0.22436	4.8554	0.012181	0.99929
HCC1937	A-1210477	Mcl-1	Misc	Inf	0.72395	0.0059556	0.0046268	4.0529	5.9209	0.95858
HCC1937	Olaparib/AZD2281	PARP	Misc	26.5474	0.68551	0.058441	0.0092014	0.63393	150.1948	0.9681
HCC1937	Bleomycin	Radiation	Misc	0.1866	0.13882	0.41572	0.13246	0.98029	0.14295	0.99691
HCC1937	Ipatasertib/GDC0068	AKT	PI3K/mTOR	Inf	0.53494	0.15646	0.0057958	1.0014	0.36202	0.97156
HCC1937	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	18.8171	0.65768	0.050107	0.0084983	0.80782	73.2808	0.94623
HCC1937	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1.2267	0.12057	0.27708	0.042183	0.51594	3.7186	0.99159
HCC1937	TGX221	PI3Kb	PI3K/mTOR	Inf	0.8377	0.020179	0.0069905	0.62261	52.0493	0.74303
HCC1937	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.093408	0.072578	0.29102	0.056888	0.56173	0.18674	0.97982
HCC1937	Everolimus	mTOR1	PI3K/mTOR	Inf	0.63238	0.33476	0.020557	0.4211	0.00012787	0.92563
HCC1937	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.051498	0.35791	0.36936	0.01958	1.0019	0.011127	0.99251
HCC1937	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.7688	0.039025	5.2525e-05	0.61903	21.7234	0.88762
HCC1937	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.4479	-0.22558	0.26341	0.069121	1.0878	2.8639	0.99474
HCC1937	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.4235	0.2784	0.21098	0.024917	0.59469	2.7026	0.99034
HCC1937	Ceritinib/LDK378	ALK	RTK	3.5257	-0.57298	0.13677	0.073028	2.2956	5.6897	0.99584
HCC1937	Neratinib/HKI272	EGFR/HER2	RTK	1.4603	0.29985	0.1711	0.02892	0.51893	12.13	0.97447
HCC1937	Tivantinib/ARQ197	MET	RTK	0.64919	-0.062119	0.29253	0.07992	2.1267	0.69626	0.99463
HCC1937	Cediranib/AZD2171	VEGFR/cKIT	RTK	7.9267	0.2784	0.044042	0.031623	3.548	8.352	0.99376
HCC1937	Cabozantinib	VEGFR2/MET	RTK	14.4371	0.76016	0.0053395	0.0067119	4.9892	11.0339	0.95897
HCC1954	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.30182	-0.50488	0.45778	0.086884	0.48666	2.8851	0.937
HCC1954	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	0.52561	0.18392	-0.0048182	1.2148	0.056374	0.97285
HCC1954	AZD7762	CHK1/2	Cell cycle	0.12298	-0.39778	0.5593	0.29436	1.4965	0.1737	0.98591
HCC1954	Volasertib/BI6727	PLK	Cell cycle	0.0065835	-0.15395	0.61389	0.2792	3.4968	0.0071308	0.99812
HCC1954	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.012538	-0.46404	0.64105	0.30491	3.3292	0.015238	0.99808
HCC1954	Cisplatin	Chemo	Chemotherapy	1.2467	-0.074086	0.27469	0.080669	1.1281	1.7233	0.97383
HCC1954	Doxorubicin	Chemo	Chemotherapy	0.0071835	-0.33778	0.72963	0.25441	1.459	0.0086345	0.96869
HCC1954	Paclitaxel	Chemo	Chemotherapy	0.0024667	-0.39612	0.83466	0.41418	1.6514	0.0034177	0.98666
HCC1954	Topotecan	Topo I	Chemotherapy	0.011912	-0.40109	0.86945	0.36006	0.75098	0.02452	0.96722
HCC1954	Etoposide	Topo II	Chemotherapy	0.17121	-0.26512	0.50147	0.21662	0.9804	0.2578	0.98586
HCC1954	Dasatinib	BCR/ABL	MAPK/nRTK	1.9424	0.27439	0.20264	0.081038	0.73556	1.1887	0.97254
HCC1954	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.016729	0.22867	0.40046	0.056519	0.85241	0.0082359	0.9993
HCC1954	Saracatinib/AZD0530	SRC	MAPK/nRTK	2.1208	0.093604	0.19391	0.055116	0.78761	4.0749	0.98936
HCC1954	ABT-737	Bcl2/XL	Misc	9.9512	0.49623	0.040422	0.06178	1.024	27.9634	0.94601
HCC1954	Vorinostat	HDAC	Misc	1.426	-0.1401	0.23389	0.083301	1.239	2.0871	0.99732
HCC1954	Luminespib/NVP-AUY922	HSP90	Misc	0.010331	-0.37446	0.61879	0.29578	2.6936	0.012628	0.99618
HCC1954	A-1210477	Mcl-1	Misc	Inf	0.88443	-0.025873	0.0075604	0	Inf	0.43063
HCC1954	Olaparib/AZD2281	PARP	Misc	11.1008	0.52658	0.05361	0.0094668	1.2	8.359	0.96291
HCC1954	Bleomycin	Radiation	Misc	0.043847	-0.088379	0.6166	0.24755	0.75061	0.05535	0.98102
HCC1954	Ipatasertib/GDC0068	AKT	PI3K/mTOR	1.4342	0.25092	0.21449	0.028767	0.92493	0.80694	0.98539
HCC1954	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	1.2292	-0.34077	0.26523	0.10734	0.85089	4.4679	0.99224
HCC1954	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0070107	-0.36316	0.94901	0.37483	1.0954	0.010784	0.99379
HCC1954	TGX221	PI3Kb	PI3K/mTOR	Inf	0.96066	-0.037435	-0.0050228	0	Inf	-1.0282
HCC1954	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0096629	-0.32804	0.55356	0.1704	0.73801	0.018218	0.98125
HCC1954	Everolimus	mTOR1	PI3K/mTOR	Inf	0.32634	0.65305	0.13579	0	Inf	0.52018
HCC1954	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.014251	-0.083009	0.56509	0.14548	1.3479	0.013876	0.98856
HCC1954	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.83487	-0.0092764	-0.0063564	1.38	7.2097	0.65841
HCC1954	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.52073	-0.45762	0.40024	0.18829	1.6194	0.7982	0.9975
HCC1954	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.94449	-0.22722	0.30871	0.10767	0.85018	2.3595	0.9976
HCC1954	Ceritinib/LDK378	ALK	RTK	2.3105	-0.44463	0.1668	0.070148	2.4217	3.1138	0.99363
HCC1954	Neratinib/HKI272	EGFR/HER2	RTK	0.067164	-0.090912	0.42932	0.11851	0.63441	0.096489	0.97441
HCC1954	Tivantinib/ARQ197	MET	RTK	0.16715	-0.38463	0.55106	0.25325	1.4818	0.24265	0.99675
HCC1954	Cediranib/AZD2171	VEGFR/cKIT	RTK	4.092	-0.32023	0.075587	0.053433	4.9589	4.5507	0.99308
HCC1954	Cabozantinib	VEGFR2/MET	RTK	10.9106	0.63895	-0.013548	-0.0073754	5	13.0234	0.87916
CAL120	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.247	-0.14079	0.47798	0.084887	0.37304	4.696	0.95026
CAL120	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	0.66867	0.14217	0.0011851	1.4451	0.023318	0.96675
CAL120	AZD7762	CHK1/2	Cell cycle	0.15216	-0.4949	0.5265	0.215	1.1035	0.26511	0.97495
CAL120	Volasertib/BI6727	PLK	Cell cycle	0.0018536	0.025847	0.67581	0.26487	2.5191	0.001844	0.99276
CAL120	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.009892	-0.13204	0.55494	0.12032	4.4157	0.010404	0.99947
CAL120	Cisplatin	Chemo	Chemotherapy	2.9328	0.18763	0.18238	0.022922	0.92314	4.0426	0.98856
CAL120	Doxorubicin	Chemo	Chemotherapy	0.009438	-0.24751	0.69688	0.1356	1.3775	0.011488	0.99278
CAL120	Paclitaxel	Chemo	Chemotherapy	0.0028769	-0.19866	0.74634	0.31042	2.639	0.0032354	0.97877
CAL120	Topotecan	Topo I	Chemotherapy	0.007493	-0.33642	0.913	0.25564	1.1649	0.010414	0.97973
CAL120	Etoposide	Topo II	Chemotherapy	0.47956	-0.1663	0.38102	0.094894	1.2763	0.62593	0.99712
CAL120	Dasatinib	BCR/ABL	MAPK/nRTK	0.049579	0.17632	0.51928	0.067181	1.3302	0.036844	0.97412
CAL120	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.046732	0.41531	0.29376	0.027646	1.2901	0.011053	0.98433
CAL120	Saracatinib/AZD0530	SRC	MAPK/nRTK	15.6396	0.52605	0.17299	0.0078378	0.34286	33.0327	0.96689
CAL120	ABT-737	Bcl2/XL	Misc	2.1471	-0.43386	0.19984	0.11073	1.5326	3.968	0.99796
CAL120	Vorinostat	HDAC	Misc	1.3545	-0.22809	0.24085	0.068184	1.2739	2.1265	0.9951
CAL120	Luminespib/NVP-AUY922	HSP90	Misc	0.0028134	-0.11487	0.69328	0.1709	1.6073	0.0031386	0.99357
CAL120	A-1210477	Mcl-1	Misc	Inf	0.94272	0.015227	0.00028962	0	Inf	0.34764
CAL120	Olaparib/AZD2281	PARP	Misc	5.1241	0.26883	0.14274	0.015907	0.73472	22.8567	0.97745
CAL120	Bleomycin	Radiation	Misc	1.687	0.088576	0.23201	0.067058	0.81162	2.7215	0.99732
CAL120	Ipatasertib/GDC0068	AKT	PI3K/mTOR	58.682	0.59932	0.12974	-0.0033131	0.44373	5.6283	0.9635
CAL120	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	21.5328	0.60748	0.092235	-0.0015099	0.50338	190.956	0.93579
CAL120	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	2.5327	0.15138	0.23494	0.012881	0.4887	23.9822	0.95866
CAL120	TGX221	PI3Kb	PI3K/mTOR	Inf	1.0198	-0.016812	-0.0059429	0	Inf	-0.45144
CAL120	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.010544	-0.011496	0.48719	0.048479	1.2658	0.010318	0.99716
CAL120	Everolimus	mTOR1	PI3K/mTOR	Inf	0.52746	0.41631	-0.0050298	0.17971	1.1993e-05	0.81569
CAL120	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.011487	-0.0096952	0.60177	0.05445	1.3448	0.011154	0.99759
CAL120	PF-4708671	p70S6K	PI3K/mTOR	Inf	0.92401	0.013855	-0.0024508	0	Inf	0.39826
CAL120	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.70223	-0.27169	0.33934	0.096174	0.9615	1.3908	0.99923
CAL120	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.072	0.19442	0.25496	0.014426	0.40727	30.7541	0.99232
CAL120	Ceritinib/LDK378	ALK	RTK	0.79939	-0.43224	0.33658	0.11701	1.029	1.7983	0.99115
CAL120	Neratinib/HKI272	EGFR/HER2	RTK	0.59003	-0.2607	0.22375	0.065518	0.93103	1.9202	0.98923
CAL120	Tivantinib/ARQ197	MET	RTK	0.25132	-0.25624	0.46492	0.15723	1.1267	0.37355	0.99876
CAL120	Cediranib/AZD2171	VEGFR/cKIT	RTK	1.037	-0.12433	0.29894	0.056358	0.57565	6.9922	0.99099
CAL120	Cabozantinib	VEGFR2/MET	RTK	7.3417	0.25741	0.08475	0.0071061	1.8478	13.277	0.98262
CAL851	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1.3003	-0.22357	0.23568	0.048496	2.1239	1.5776	0.99317
CAL851	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	1.05	-0.041821	-0.00091455	0	Inf	-4.681
CAL851	AZD7762	CHK1/2	Cell cycle	0.040606	-0.3218	0.70756	0.2631	1.6067	0.053833	0.98746
