CellLine	DrugName	PrimaryTarget	Pathway	Conc	GRvalue	IncreasedFracDead
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.031623	0.52653	0.020115
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.1	0.38387	0.037389
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.31623	0.31775	0.064298
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1	0.23664	0.097223
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	3.1623	0.14868	0.14577
CAL851	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	10	-0.017076	0.22701
CAL851	TGX221	PI3Kb	PI3K/mTOR	0.001	1.2892	-0.0026016
CAL851	TGX221	PI3Kb	PI3K/mTOR	0.0031623	1.0531	-0.0048822
CAL851	TGX221	PI3Kb	PI3K/mTOR	0.01	1.0843	-0.0076613
CAL851	TGX221	PI3Kb	PI3K/mTOR	0.031623	0.9576	0.0071905
CAL851	TGX221	PI3Kb	PI3K/mTOR	0.1	1.0706	-0.0096909
CAL851	TGX221	PI3Kb	PI3K/mTOR	0.31623	1.0736	0.010786
CAL851	TGX221	PI3Kb	PI3K/mTOR	1	1.0735	0.00052376
CAL851	TGX221	PI3Kb	PI3K/mTOR	3.1623	0.98952	0.01048
CAL851	TGX221	PI3Kb	PI3K/mTOR	10	1.0516	-0.0019533
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0001	1.026	-0.0090131
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.00031623	0.97921	0.0055464
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.001	0.88963	-0.0035391
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0031623	0.68222	0.016984
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.01	0.49431	0.046104
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.031623	0.1673	0.10334
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.1	0.028983	0.1101
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.31623	0.0057832	0.19165
CAL851	Torin2	mTOR/ATM/ATR	PI3K/mTOR	1	-0.15432	0.24055
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.001	0.78233	0.093553
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.0031623	0.33485	0.097819
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.01	0.43257	0.079467
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.031623	0.46079	0.092667
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.1	0.45079	0.082707
CAL851	Everolimus	mTOR1	PI3K/mTOR	0.31623	0.34001	0.092821
CAL851	Everolimus	mTOR1	PI3K/mTOR	1	0.38471	0.093108
CAL851	Everolimus	mTOR1	PI3K/mTOR	3.1623	0.37067	0.092367
CAL851	Everolimus	mTOR1	PI3K/mTOR	10	0.45041	0.098793
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.00031623	0.9729	0.003486
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.001	0.92125	0.00034203
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0031623	0.8086	0.0055002
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.01	0.46607	0.046876
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.031623	0.15191	0.098244
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.1	0.059749	0.083295
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.31623	0.059773	0.092785
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	1	0.032223	0.1066
CAL851	INK128/MLN0128	mTORC1/2	PI3K/mTOR	3.1623	0.015967	0.12484
CAL851	PF-4708671	p70S6K	PI3K/mTOR	0.001	1.0071	0.0027697
CAL851	PF-4708671	p70S6K	PI3K/mTOR	0.0031623	0.98516	0.012365
CAL851	PF-4708671	p70S6K	PI3K/mTOR	0.01	1.0644	-0.0015611
CAL851	PF-4708671	p70S6K	PI3K/mTOR	0.031623	1.0937	0.0032325
CAL851	PF-4708671	p70S6K	PI3K/mTOR	0.1	1.0411	-0.0081765
CAL851	PF-4708671	p70S6K	PI3K/mTOR	0.31623	1.0576	-1.9368e-05
CAL851	PF-4708671	p70S6K	PI3K/mTOR	1	0.9639	0.0026474
CAL851	PF-4708671	p70S6K	PI3K/mTOR	3.1623	1.0208	0.0086881
CAL851	PF-4708671	p70S6K	PI3K/mTOR	10	1.0427	0.011722
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.001	1.0103	0.001472
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.0031623	0.98677	-0.0087159
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.01	0.97576	5.5001e-05
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.031623	0.89596	0.0027676
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.1	0.75006	0.017213
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.31623	0.57151	0.051983
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1	0.15005	0.19498
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	3.1623	-0.21139	0.39778
CAL851	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	10	-0.31987	0.36541
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.001	0.99587	0.00030059
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.0031623	0.93493	0.0012678
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.01	0.95496	0.0039044
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.031623	0.75107	0.015719
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.1	0.66359	0.016189
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.31623	0.60699	0.019555
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1	0.4268	0.068003
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	3.1623	0.29709	0.062381
CAL851	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	10	-0.025188	0.18282
CAL851	Ceritinib/LDK378	ALK	RTK	0.001	1.0415	0.002327
CAL851	Ceritinib/LDK378	ALK	RTK	0.0031623	0.99204	-0.0036743
CAL851	Ceritinib/LDK378	ALK	RTK	0.01	0.95402	-0.0066914
CAL851	Ceritinib/LDK378	ALK	RTK	0.031623	0.96636	-0.0069663
CAL851	Ceritinib/LDK378	ALK	RTK	0.1	0.90136	-0.0033686
CAL851	Ceritinib/LDK378	ALK	RTK	0.31623	0.75483	0.0077364
CAL851	Ceritinib/LDK378	ALK	RTK	1	0.38465	0.057124
CAL851	Ceritinib/LDK378	ALK	RTK	3.1623	-0.15564	0.16462
CAL851	Ceritinib/LDK378	ALK	RTK	10	-0.5961	0.31598
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.00031623	1.0339	-0.0022232
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.001	1.0034	0.0015374
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.0031623	0.88612	0.0045432
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.01	0.72073	0.042028
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.031623	0.43058	0.11505
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.1	0.22799	0.19666
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	0.31623	0.10356	0.28812
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	1	-0.029061	0.33812
CAL851	Neratinib/HKI272	EGFR/HER2	RTK	3.1623	-0.32641	0.5406
CAL851	Tivantinib/ARQ197	MET	RTK	0.001	1.0697	-0.0091137
CAL851	Tivantinib/ARQ197	MET	RTK	0.0031623	1.0107	-0.0036257
CAL851	Tivantinib/ARQ197	MET	RTK	0.01	1.0404	0.0018395
CAL851	Tivantinib/ARQ197	MET	RTK	0.031623	0.90827	0.025476
CAL851	Tivantinib/ARQ197	MET	RTK	0.1	0.7653	0.067548
CAL851	Tivantinib/ARQ197	MET	RTK	0.31623	0.28159	0.20294
CAL851	Tivantinib/ARQ197	MET	RTK	1	-0.20624	0.4489
CAL851	Tivantinib/ARQ197	MET	RTK	3.1623	-0.32625	0.55263
CAL851	Tivantinib/ARQ197	MET	RTK	10	-0.2984	0.49684
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.001	1.0205	0.00077648
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.0031623	1.1164	-0.0010752
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.01	1.0053	-0.0005678
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.031623	1.0238	-0.011545
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.1	0.97811	-5.0947e-05
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.31623	0.88354	0.01447
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	1	0.78669	0.04475
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.1623	0.38627	0.11888
CAL851	Cediranib/AZD2171	VEGFR/cKIT	RTK	10	-0.23792	0.29695
CAL851	Cabozantinib	VEGFR2/MET	RTK	0.001	0.95938	-0.0053146
CAL851	Cabozantinib	VEGFR2/MET	RTK	0.0031623	0.9885	-9.6286e-05
CAL851	Cabozantinib	VEGFR2/MET	RTK	0.01	0.93282	0.01462
CAL851	Cabozantinib	VEGFR2/MET	RTK	0.031623	1.0082	0.0001584
CAL851	Cabozantinib	VEGFR2/MET	RTK	0.1	1.0169	-0.00054846
CAL851	Cabozantinib	VEGFR2/MET	RTK	0.31623	0.87694	0.014249
CAL851	Cabozantinib	VEGFR2/MET	RTK	1	0.90663	0.019937
CAL851	Cabozantinib	VEGFR2/MET	RTK	3.1623	0.72044	0.028537
CAL851	Cabozantinib	VEGFR2/MET	RTK	10	0.17283	0.17862
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.001	0.89383	-0.0040365
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0031623	0.91928	-0.005407
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.01	0.73878	-0.0053368
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.031623	0.59574	-0.0017226
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.1	0.41258	-0.0040558
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.31623	0.2761	-0.0026845
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1	0.18544	0.0072135
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.1623	0.13854	0.02744
HCC1143	Abemaciclib/LY2835219	CDK4/6	Cell cycle	10	-0.078661	0.12659
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.00031623	0.99348	0.0017674
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.001	1.0079	0.0017148
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0031623	1.0203	-0.0046119
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.01	0.95332	-0.0065137
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.031623	0.80317	-0.0053744
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.1	0.64321	-0.0035825
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.31623	0.4914	-0.0064366
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	1	0.40601	-0.0072808
HCC1143	Palbociclib/PD0332991	CDK4/6	Cell cycle	3.1623	0.28201	0.0002789
HCC1143	AZD7762	CHK1/2	Cell cycle	0.001	1.1696	-0.0049378
HCC1143	AZD7762	CHK1/2	Cell cycle	0.0031623	1.1413	-0.0054495
HCC1143	AZD7762	CHK1/2	Cell cycle	0.01	1.1802	0.010869
HCC1143	AZD7762	CHK1/2	Cell cycle	0.031623	0.75595	0.078869
HCC1143	AZD7762	CHK1/2	Cell cycle	0.1	0.11838	0.27395
HCC1143	AZD7762	CHK1/2	Cell cycle	0.31623	-0.10083	0.358
HCC1143	AZD7762	CHK1/2	Cell cycle	1	-0.19754	0.37852
HCC1143	AZD7762	CHK1/2	Cell cycle	3.1623	-0.26689	0.39191
HCC1143	AZD7762	CHK1/2	Cell cycle	10	-0.36926	0.49106
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.0001	0.98144	-0.0017686
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.00031623	1.0114	0.0020099
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.001	0.94603	0.010932
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.0031623	0.69527	0.069525
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.01	0.044798	0.25702
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.031623	-0.24086	0.42562
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.1	-0.29088	0.4599
HCC1143	Volasertib/BI6727	PLK	Cell cycle	0.31623	-0.31583	0.47501
HCC1143	Volasertib/BI6727	PLK	Cell cycle	1	-0.34525	0.47835
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0001	1.0087	-0.0013094
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.00031623	1.0099	-0.0028219
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.001	0.99357	-0.0032069
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0031623	1.0273	-0.0028603
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.01	0.92077	0.0039949
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.031623	-0.23453	0.25175
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.1	-0.21635	0.25718
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.31623	-0.25271	0.25167
HCC1143	Dinaciclib/SCH727965	pan CDK	Cell cycle	1	-0.22654	0.24114
HCC1143	Cisplatin	Chemo	Chemotherapy	0.0010833	1.0678	-0.0019705
HCC1143	Cisplatin	Chemo	Chemotherapy	0.0033333	0.90896	0.0033626
HCC1143	Cisplatin	Chemo	Chemotherapy	0.01	0.86508	0.0010413
HCC1143	Cisplatin	Chemo	Chemotherapy	0.031667	0.98816	-0.00025618
HCC1143	Cisplatin	Chemo	Chemotherapy	0.1	0.91904	0.0095127
HCC1143	Cisplatin	Chemo	Chemotherapy	0.31623	0.77365	0.012359
HCC1143	Cisplatin	Chemo	Chemotherapy	1	0.48646	0.092268
HCC1143	Cisplatin	Chemo	Chemotherapy	3.1623	0.075446	0.14802
HCC1143	Cisplatin	Chemo	Chemotherapy	10	0.081268	0.098271
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.00031623	0.91765	0.0014091
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.001	0.92965	0.0030526
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.0031623	0.8035	0.01115
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.01	0.51063	0.075013
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.031623	0.029031	0.16077
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.1	-0.041078	0.14868
HCC1143	Doxorubicin	Chemo	Chemotherapy	0.31623	-0.11079	0.23055
HCC1143	Doxorubicin	Chemo	Chemotherapy	1	-0.19808	0.34049
HCC1143	Doxorubicin	Chemo	Chemotherapy	3.1623	-0.25114	0.29033
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.0001	0.87653	0.015724
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.00031623	1.0068	-0.0021237
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.001	0.89174	0.031766
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.0031623	0.15315	0.29137
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.01	-0.23382	0.4589
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.031623	-0.24778	0.47575
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.1	-0.2735	0.46739
HCC1143	Paclitaxel	Chemo	Chemotherapy	0.31623	-0.27744	0.50922
HCC1143	Paclitaxel	Chemo	Chemotherapy	1	-0.33488	0.51837
HCC1143	Topotecan	Topo I	Chemotherapy	0.0010833	0.99427	0.0038602
HCC1143	Topotecan	Topo I	Chemotherapy	0.0033333	0.88629	0.021705
HCC1143	Topotecan	Topo I	Chemotherapy	0.01	0.43723	0.12951
HCC1143	Topotecan	Topo I	Chemotherapy	0.031667	-0.045499	0.29237
HCC1143	Topotecan	Topo I	Chemotherapy	0.1	0.0011411	0.38008
HCC1143	Topotecan	Topo I	Chemotherapy	0.31623	-0.11135	0.38022
HCC1143	Topotecan	Topo I	Chemotherapy	1	-0.21607	0.39434
HCC1143	Topotecan	Topo I	Chemotherapy	3.1623	-0.42004	0.54915
HCC1143	Topotecan	Topo I	Chemotherapy	10	-0.43036	0.55051
HCC1143	Etoposide	Topo II	Chemotherapy	0.0010833	0.98944	-0.002054
HCC1143	Etoposide	Topo II	Chemotherapy	0.0033333	0.96597	0.00065927
HCC1143	Etoposide	Topo II	Chemotherapy	0.01	1.0336	0.0031418
HCC1143	Etoposide	Topo II	Chemotherapy	0.031667	0.99764	0.00505
HCC1143	Etoposide	Topo II	Chemotherapy	0.1	0.90824	0.021752
HCC1143	Etoposide	Topo II	Chemotherapy	0.31623	0.69738	0.061303
HCC1143	Etoposide	Topo II	Chemotherapy	1	0.10831	0.24661
HCC1143	Etoposide	Topo II	Chemotherapy	3.1623	-0.16614	0.38534
HCC1143	Etoposide	Topo II	Chemotherapy	10	-0.1664	0.42909
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.001	0.86556	0.011395
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.0031623	0.78769	0.020538
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.01	0.81354	0.03776
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.031623	0.70229	0.06141
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.1	0.51724	0.10782
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	0.31623	0.35773	0.17008
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	1	0.35749	0.18898
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	3.1623	0.32773	0.16693
HCC1143	Dasatinib	BCR/ABL	MAPK/nRTK	10	0.2573	0.17426
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0001	0.9383	-0.00018764
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.00031623	0.88137	0.0024665
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.001	0.79681	0.011212
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0031623	0.62099	0.037579
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.01	0.51783	0.064106
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.031623	0.28909	0.10454
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.1	0.14171	0.18104
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.31623	-0.0091719	0.28061
HCC1143	Trametinib/GSK1120212	MEK	MAPK/nRTK	1	-0.022491	0.38659
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.001	1.0018	0.0038008
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.0031623	0.97677	0.0074259
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.01	0.96084	0.015034
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.031623	0.8235	0.024221
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.1	0.77874	0.028437
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.31623	0.7539	0.033915
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	1	0.62949	0.062329
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.1623	0.4818	0.1025
HCC1143	Saracatinib/AZD0530	SRC	MAPK/nRTK	10	0.38811	0.11527
HCC1143	ABT-737	Bcl2/XL	Misc	0.001	1.0058	-0.0073344
HCC1143	ABT-737	Bcl2/XL	Misc	0.0031623	1.0543	-0.0060865
HCC1143	ABT-737	Bcl2/XL	Misc	0.01	1.0024	-0.003529
HCC1143	ABT-737	Bcl2/XL	Misc	0.031623	1.0016	-0.0013761
HCC1143	ABT-737	Bcl2/XL	Misc	0.1	1.0034	0.0054487
HCC1143	ABT-737	Bcl2/XL	Misc	0.31623	0.95046	0.0067408
HCC1143	ABT-737	Bcl2/XL	Misc	1	0.80323	0.016426
HCC1143	ABT-737	Bcl2/XL	Misc	3.1623	0.67664	0.034554
HCC1143	ABT-737	Bcl2/XL	Misc	10	0.3758	0.053823
HCC1143	Vorinostat	HDAC	Misc	0.001	1.0391	-0.0052263
HCC1143	Vorinostat	HDAC	Misc	0.0031623	1.0569	0.006101
HCC1143	Vorinostat	HDAC	Misc	0.01	0.94691	-0.0051256
HCC1143	Vorinostat	HDAC	Misc	0.031623	1.0284	-0.0014099
HCC1143	Vorinostat	HDAC	Misc	0.1	0.92828	-0.00041071
HCC1143	Vorinostat	HDAC	Misc	0.31623	0.94729	0.0035785
HCC1143	Vorinostat	HDAC	Misc	1	0.42285	0.095612
HCC1143	Vorinostat	HDAC	Misc	3.1623	-0.079264	0.32859
HCC1143	Vorinostat	HDAC	Misc	10	-0.25334	0.45717
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.0001	0.94186	-0.0010893
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.00031623	0.92121	-0.0028492
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.001	1.1185	0.0084147
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.0031623	0.70649	0.037663
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.01	-0.12539	0.2597
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.031623	-0.17456	0.29615
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.1	-0.17946	0.29186
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	0.31623	-0.18692	0.31571
HCC1143	Luminespib/NVP-AUY922	HSP90	Misc	1	-0.19218	0.28739
HCC1143	A-1210477	Mcl-1	Misc	0.001	0.93905	0.0002211
HCC1143	A-1210477	Mcl-1	Misc	0.0031623	0.94399	-0.00031219
HCC1143	A-1210477	Mcl-1	Misc	0.01	0.95449	-0.0051871
HCC1143	A-1210477	Mcl-1	Misc	0.031623	0.94712	-0.002897
HCC1143	A-1210477	Mcl-1	Misc	0.1	1.0102	-0.0001478
HCC1143	A-1210477	Mcl-1	Misc	0.31623	0.94102	-0.0024881
HCC1143	A-1210477	Mcl-1	Misc	1	0.991	-0.0016889
HCC1143	A-1210477	Mcl-1	Misc	3.1623	0.89441	0.0055479
HCC1143	A-1210477	Mcl-1	Misc	10	0.67187	0.013788
HCC1143	Olaparib/AZD2281	PARP	Misc	0.001	0.95416	-0.0013565
HCC1143	Olaparib/AZD2281	PARP	Misc	0.0031623	1.0401	-0.0069237
HCC1143	Olaparib/AZD2281	PARP	Misc	0.01	0.98802	-0.0016666
HCC1143	Olaparib/AZD2281	PARP	Misc	0.031623	1.0011	0.0020379
HCC1143	Olaparib/AZD2281	PARP	Misc	0.1	0.97602	0.0064617
HCC1143	Olaparib/AZD2281	PARP	Misc	0.31623	0.9231	0.0016522
HCC1143	Olaparib/AZD2281	PARP	Misc	1	0.87127	0.0088633
HCC1143	Olaparib/AZD2281	PARP	Misc	3.1623	0.75548	0.028526
HCC1143	Olaparib/AZD2281	PARP	Misc	10	0.45617	0.10427
HCC1143	Bleomycin	Radiation	Misc	0.0010833	0.97422	0.0086363
HCC1143	Bleomycin	Radiation	Misc	0.0033333	0.9639	0.0077869
HCC1143	Bleomycin	Radiation	Misc	0.01	0.8819	0.03795
HCC1143	Bleomycin	Radiation	Misc	0.031667	0.58295	0.10159
HCC1143	Bleomycin	Radiation	Misc	0.1	0.3093	0.17413
HCC1143	Bleomycin	Radiation	Misc	0.31623	-0.040074	0.28557
HCC1143	Bleomycin	Radiation	Misc	1	-0.13694	0.33075
HCC1143	Bleomycin	Radiation	Misc	3.1623	-0.16542	0.37453
HCC1143	Bleomycin	Radiation	Misc	10	-0.20847	0.43857
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.001	0.92213	0.00021036
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.0031623	0.97611	-0.002581
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.01	1.0017	-0.0029118
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.031623	0.95866	-0.00021026
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.1	0.97766	0.0058986
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.31623	0.95756	-0.0034658
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	1	0.88655	-0.0082979
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	3.1623	0.87573	-0.007253
HCC1143	Ipatasertib/GDC0068	AKT	PI3K/mTOR	10	0.7509	-0.0018606
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.001	0.90201	0.0067419
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.0031623	0.91412	-0.0002089
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.01	0.96007	0.00381
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.031623	0.88622	0.0066541
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.1	0.88848	0.0036813
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.31623	0.85259	0.016232
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	1	0.78587	0.023599
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	3.1623	0.62749	0.040735
HCC1143	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	10	0.4797	0.069087
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.001	0.90113	0.0043519
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0031623	0.86395	0.010525
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.01	0.81379	0.02172
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.031623	0.67226	0.038487
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.1	0.53017	0.053863
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.31623	0.44375	0.082853
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1	0.32992	0.11304
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	3.1623	0.13606	0.16444
HCC1143	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	10	-0.094227	0.31177
HCC1143	TGX221	PI3Kb	PI3K/mTOR	0.001	1.0196	-0.0025598
